id,start,end,duration,text_len,text,video_id
0,0.0,6.0,6.0,115,"Thưa quý vị, sáng nay thì toàn bộ thuyền viên trên tàu VietShip 1 đã được các lực lượng chức năng giải cứu an toàn.",94mZP8f5HsY
1,6.0,12.0,6.0,127,"11 chiến sĩ đặc công nước và trực thăng đã đồng thời tiếp cận con tàu, phối hợp cứu trợ để nhanh chóng đưa người bị nạn lên bờ.",94mZP8f5HsY
2,12.0,16.0,4.0,90,Công tác sơ cứu và chăm sóc sức khỏe cho các thuyền viên cũng nhanh chóng được triển khai.,94mZP8f5HsY
3,16.0,21.0,5.0,109,"Trước đó thì do điều kiện thời tiết bất lợi, trực thăng dù đã được điều đến nhưng chưa thể tiếp cận được tàu.",94mZP8f5HsY
4,21.0,27.0,6.0,111,"Tàu VietShip 1 được bị mắc cạn cách đây 4 ngày tại Cửa Việt, xã Triệu An, huyện Triệu Phong của tỉnh Quảng Trị.",94mZP8f5HsY
5,30.0,36.0,6.0,104,"Sáng nay, bão số 6 đã đi vào đất liền các tỉnh Quảng Nam, Quảng Ngãi và suy yếu thành áp thấp nhiệt đới.",94mZP8f5HsY
6,36.0,41.0,5.0,102,"Chiều nay thì áp thấp nhiệt đới đã suy yếu thành một vùng áp thấp trên đất liền Quảng Nam, Quảng Ngãi.",94mZP8f5HsY
7,41.0,44.0,3.0,68,Sự báo vùng áp thấp này sẽ tiếp tục đi sâu vào đất liền rồi tan dần.,94mZP8f5HsY
8,44.0,46.0,2.0,32,Đây là tin cuối về cơn bão số 6.,94mZP8f5HsY
9,46.0,51.0,5.0,96,"Thông tin đáng chú ý là chiều nay ở khu vực Đông Bắc, Biển Đông xuất hiện một áp thấp nhiệt đới.",94mZP8f5HsY
10,51.0,57.0,6.0,106,"Sự báo trong vòng 24 giờ tới sẽ đi theo hướng Tây Tây Bắc, tốc độ 10 km trên giờ và có khả năng mạnh thêm.",94mZP8f5HsY
11,57.0,63.0,6.0,100,"Đến 15h ngày mai, tầm áp thấp nhiệt đới cách huyện đảo Hoàng Sa khoảng 450 km về phía Đông Đông Bắc,",94mZP8f5HsY
12,63.0,65.0,2.0,32,"cường độ mạnh cấp 7, giật cấp 9.",94mZP8f5HsY
13,65.0,71.0,6.0,95,"Trong 24 đến 48 giờ tiếp theo, áp thấp nhiệt đới đi theo hướng Tây Tây Bắc, tiếp tục mạnh thêm.",94mZP8f5HsY
14,71.0,75.0,4.0,76,Cảnh báo vùng nguy hiểm do áp thấp nhiệt đới trên Biển Đông trong 24 giờ tới,94mZP8f5HsY
15,75.0,80.0,5.0,60,"là từ vị tuyến 15,5 đến 19,5 độ Bắc, từ 115 đến 120 độ Đông.",94mZP8f5HsY
16,84.0,89.0,5.0,87,Mưa lũ trong những ngày qua cùng với ảnh hưởng của bão số 6 đổ bộ đất liền vào sáng nay,94mZP8f5HsY
17,89.0,91.0,2.0,49,đã gây thiệt hại nặng nề cho các tỉnh miền Trung.,94mZP8f5HsY
