id,start,end,duration,text_len,text,video_id
0,0.0,5.0,5.0,80,"Bây giờ là 18h, Việt Nam hôm nay sẽ tiếp tục với những tin tức thời sự cập nhật.",6liWSVKxvv4
1,5.0,11.0,6.0,106,"Thưa quý vị, theo thống kê của Ban chỉ đạo Trung ương về phòng chống thiên tai, tính đến 17h ngày hôm nay,",6liWSVKxvv4
2,11.0,18.0,7.0,104,"mưa lũ đã khiến cho 123 người thiệt mạng, tăng 4 người, gồm 2 người tại Quảng Bình, 2 người ở Quảng Nam.",6liWSVKxvv4
3,18.0,26.0,8.0,122,"Vẫn còn 19 người mất tích, giảm 2 người, gồm Quảng Trị 4 người, Thừa Thiên Huế 13 người, Đà Nẵng 1 người, Gia Lai 1 người.",6liWSVKxvv4
4,26.0,29.0,3.0,34,Hiện còn hơn 360 ngôi nhà bị ngập.,6liWSVKxvv4
5,31.0,37.0,6.0,107,"Mưa đã tạnh, các điểm đứt gãy trên đường 71 cũng đã được khắc phục giúp cho công tác tìm kiếm các nạn nhân.",6liWSVKxvv4
6,37.0,40.0,3.0,58,"Trong vụ sặt lở, Thủy điện Rao Trang 3 được thuận lợi hơn.",6liWSVKxvv4
7,40.0,48.0,8.0,144,"Với sự hỗ trợ của các phương tiện cơ giới, lực lượng cứu hộ, cứu nạn đang tiến hành khẩn trương tìm kiếm các nạn nhân trước khi bão số 8 đầu bộ.",6liWSVKxvv4
8,51.0,56.0,5.0,103,"Với sự tộng lực, trong 12 ngày đêm qua, các lực lượng chức năng đã đưa các phương tiện cơ giới, máy móc",6liWSVKxvv4
9,56.0,64.0,8.0,149,"để vào tập kết tại hiện trường. Và cho đến thời điểm này, công tác tìm kiếm vẫn đang nỗ lực hết sức minh và phải tìm kiếm cho bằng được các nạn nhân.",6liWSVKxvv4
10,68.0,75.0,7.0,82,"Từ nền đất, gạt từng lớp, nếu phát hiện và nghi ngờ sẽ thụ công dùng tay tìm kiếm.",6liWSVKxvv4
11,76.0,81.0,5.0,103,Phương tiện cơ giới chỉ hoạt động khi cần thiết cho việc dịch chuyển các tảng đá hay khối bê tông nằng.,6liWSVKxvv4
12,82.0,86.0,4.0,53,Mỗi người đều thân trọng bóc gỡ mỗi mét huông đất đá.,6liWSVKxvv4
13,101.0,107.0,6.0,86,"Đường thủy thì cơ động vận chuyển lực lượng, đường bộ thì vận chuyển máy móc thiết bị.",6liWSVKxvv4
14,107.0,111.0,4.0,61,Các đơn vị đang nỗ lực tìm kiếm thi thể các nạn nhân còn lại.,6liWSVKxvv4
15,111.0,114.0,3.0,35,Khó có thể diễn tả được bao vất vả.,6liWSVKxvv4
16,115.0,121.0,6.0,94,"Vừa phải tìm kiếm các nạn nhân một cách sớm nhất, vừa phải đảm bảo an toàn cho người tìm kiếm.",6liWSVKxvv4
17,138.0,145.0,7.0,99,"Và chúng tôi cũng sẽ đề nghị Bộ Quốc phòng, Bộ Tư lực quốc thứ 4 sẽ điều động tất cả các lực lượng,",6liWSVKxvv4
18,145.0,149.0,4.0,83,kể cả chọn nghiệp vụ vào hiện trường để mà tìm kiếm cái nạn nhân mất tích sớm nhất.,6liWSVKxvv4
19,150.0,154.0,4.0,55,"Song song với việc tìm kiếm ở khu vực sạc lở ở bờ suối,",6liWSVKxvv4
20,154.0,160.0,6.0,92,"thì xe múc, xe ủi cũng được khuy động lên phía trên để sang gạt từng phần từ trên cao xuống,",6liWSVKxvv4
21,160.0,164.0,4.0,50,"nhằm tạo hành lang an toàn, tránh gây thêm sạc lở.",6liWSVKxvv4
22,165.0,170.0,5.0,58,"Tất cả đều tranh thủ từng giờ, từng phút trước khi bảo vệ.",6liWSVKxvv4
23,172.0,178.0,6.0,99,"Lũ rút nhưng khó khăn thì chưa rút, đó là tình cảnh của hàng nghìn hộ dân ở Quang Bình vào lúc này.",6liWSVKxvv4
24,178.0,182.0,4.0,66,"11.000 ngôi nhà bị ngập, có những ngôi nhà bị cuốn trôi hoàn toàn.",6liWSVKxvv4
25,182.0,186.0,4.0,71,"Trở về từ nơi tránh lũ, nhiều gia đình lâm vào cảnh màn trời chiếu đất,",6liWSVKxvv4
26,186.0,190.0,4.0,59,tài sản tích góp bao nhiêu năm cũng trôi theo dòng nước lũ.,6liWSVKxvv4
27,191.0,197.0,6.0,76,"Sau trần lũ, em Trần Tiến Anh ở xã Ngư Hóa, huyện Tuyên Hóa, tỉnh Quang Bình",6liWSVKxvv4
28,197.0,200.0,3.0,49,đang cùng gia đình tìm kiếm những gì còn xót lại.,6liWSVKxvv4
29,200.0,204.0,4.0,52,"Lương thực, vật dụng đã trôi theo dòng nước gần hết.",6liWSVKxvv4
30,204.0,211.0,7.0,60,Nhà chảo đã lụt hết nóc và tối hết tất cả đồ đạc và sạch vở.,6liWSVKxvv4
31,211.0,217.0,6.0,59,"Chảo mỏng lắm, đợt có sạch vở và đồ dung để đi học trở lại.",6liWSVKxvv4
32,217.0,222.0,5.0,82,"Nhóm hội bếp lửa nấu cháo cho con ăn, chị Nguyễn Thị Tuyết vẫn chưa hết bằng hoàng",6liWSVKxvv4
33,222.0,224.0,2.0,30,khi quay trở lại sau nước rút.,6liWSVKxvv4
34,224.0,230.0,6.0,71,"Lũ đã cuốn phăng tất cả, căn nhà của chị chỉ còn lại một nền đất trống.",6liWSVKxvv4
35,231.0,236.0,5.0,52,Nhà nông thầy đâu hết gì để giặc đi nên tôi còn khổ.,6liWSVKxvv4
36,236.0,246.0,10.0,68,"Hiện tại có 151 hộ đã bị lũ can quét qua, đặc biệt trong đó có 77 hộ",6liWSVKxvv4
37,246.0,248.0,2.0,23,đã diệt hại rất là lớn.,6liWSVKxvv4
38,248.0,253.0,5.0,73,Hai hộ dân trên chỉ là số ít trong số hàng chục ngàn gia đình bị diệt hại,6liWSVKxvv4
39,253.0,255.0,2.0,26,sau mưa lũ tại Quang Bình.,6liWSVKxvv4
40,255.0,259.0,4.0,63,"Nằm ngày đêm liên tiếp ở đỉnh lũ, gần 110.000 ngôi nhà bị ngập.",6liWSVKxvv4
41,259.0,262.0,3.0,61,"Lực lượng chức năng, chính quyền địa phương đã nỗ lực hết sức",6liWSVKxvv4
42,262.0,265.0,3.0,51,nhưng cũng chỉ có thể tập trung vào việc cứu người.,6liWSVKxvv4
43,265.0,270.0,5.0,72,Hàng ngàn hộ gia đình lâm vào cảnh tay trắng vì trôi mất tài sản sau lũ.,6liWSVKxvv4
44,270.0,275.0,5.0,77,"Châu bò, lợn gà và nhiều tài sản có giá trị khác đã bị dòng lũ giữ cuốn chìm.",6liWSVKxvv4
45,275.0,278.0,3.0,59,Hiện tại vẫn chưa thể thống kê một cách chính xác thiệt hại,6liWSVKxvv4
46,278.0,281.0,3.0,57,sau trận mưa lũ thảm khốc vượt qua của bà con Quang Bình.,6liWSVKxvv4
47,281.0,285.0,4.0,85,"Tuy nhiên để có thể khôi phục lại sản xuất, ổn định lại cuộc sống của bà con nhân dân",6liWSVKxvv4
48,285.0,287.0,2.0,39,Quang Bình còn rất nhiều việc phải làm.,6liWSVKxvv4
49,289.0,293.0,4.0,69,Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,6liWSVKxvv4
