video_id,segment_id,start,end,duration,text_whisper,text_clean,text_final,review_decision,quality_level
uMrCH5j3n38,0,0.0,6.360000133514404,6.360000133514404,"Thời điểm hiện tại mưa đã ngớt trên địa bàn tỉnh Quảng Bình, nước tại các sông xuôi đã rút nhưng rất chậm.","Hiện tại, mưa đã ngớt trên địa bàn tỉnh Quảng Bình, nước tại các sông đã rút nhưng vẫn diễn ra rất chậm.","Hiện tại, mưa đã ngớt trên địa bàn tỉnh Quảng Bình, nước tại các sông đã rút nhưng vẫn diễn ra rất chậm.",OK,HIGH
uMrCH5j3n38,1,6.360000133514404,14.84000015258789,8.480000019073486,"Tại nhiều tuyến đường, đường quốc lộ, tỉnh lộ vẫn ngập lụt, chia cắt, thậm chí nhiều tuyến đường sụt lún và đất gãy khiến giao thông tê liệt.","Tại nhiều tuyến đường, bao gồm quốc lộ và tỉnh lộ, vẫn xảy ra tình trạng ngập lụt, chia cắt, thậm chí nhiều đoạn đường bị sụt lún và đất gãy, dẫn đến giao thông bị tê liệt.","Tại nhiều tuyến đường, bao gồm quốc lộ và tỉnh lộ, vẫn xảy ra tình trạng ngập lụt, chia cắt, thậm chí nhiều đoạn đường bị sụt lún và đất gãy, dẫn đến giao thông bị tê liệt.",OK,HIGH
uMrCH5j3n38,2,14.84000015258789,19.079999923706055,4.239999771118164,Phóng viên Phùng Hiệt sẽ cho chúng ta biết các tuyến đường đang bị chia cắt như thế nào.,Phóng viên Phùng Hiệt sẽ thông tin về tình hình các tuyến đường đang bị chia cắt.,Phóng viên Phùng Hiệt sẽ thông tin về tình hình các tuyến đường đang bị chia cắt.,OK,HIGH
uMrCH5j3n38,3,22.079999923706055,28.920000076293945,6.840000152587891,"Thưa quý vị và các bạn, tôi đang có mặt tại một bên của dòng sông Danh chảy qua địa phận thị xã Ba Đồn, tỉnh Quảng Bình.","Thưa quý vị và các bạn, tôi đang có mặt bên dòng sông Danh chảy qua địa phận thị xã Ba Đồn, tỉnh Quảng Bình.","Thưa quý vị và các bạn, tôi đang có mặt bên dòng sông Danh chảy qua địa phận thị xã Ba Đồn, tỉnh Quảng Bình.",OK,HIGH
uMrCH5j3n38,4,28.920000076293945,41.63999938964844,12.719999313354492,Đây là dòng sông mà trong những ngày vừa qua thì có mực nước rất cao đã gây chia cắt rất nhiều các tuyến đường từ tỉnh lộ cho đến quốc lộ 1A đoạn đi qua địa phận thị xã Ba Đồn và huyện Quảng Trạch của tỉnh Quảng Bình.,"Dòng sông Danh chảy qua địa phận thị xã Ba Đồn và huyện Quảng Trạch của tỉnh Quảng Bình trong những ngày vừa qua đã có mực nước rất cao, gây chia cắt nhiều tuyến đường từ tỉnh lộ đến quốc lộ 1A.",Đây là dòng sông mà trong những ngày vừa qua thì có mực nước rất cao đã gây chia cắt rất nhiều các tuyến đường từ tỉnh lộ cho đến quốc lộ 1A đoạn đi qua địa phận thị xã Ba Đồn và huyện Quảng Trạch của tỉnh Quảng Bình.,REVERT,MEDIUM
uMrCH5j3n38,5,41.63999938964844,47.63999938964844,6.0,Nước sông Danh đã có phần rút đi và chính vì vậy mà việc lưu thông Bắc Nam đã được quay trở lại.,"Nước sông Danh đã rút bớt, do đó việc lưu thông Bắc - Nam đã được khôi phục.","Nước sông Danh đã rút bớt, do đó việc lưu thông Bắc - Nam đã được khôi phục.",OK,HIGH
uMrCH5j3n38,6,47.63999938964844,52.439998626708984,4.799999237060547,"Tuy nhiên trên tuyến quốc lộ 1A thì vẫn còn một vài điểm ngập từ 0,7 cho đến 1m.","Trên tuyến quốc lộ 1A, hiện vẫn còn một vài điểm ngập nước từ 0,7 đến 1 mét.","Trên tuyến quốc lộ 1A, hiện vẫn còn một vài điểm ngập nước từ 0,7 đến 1 mét.",OK,HIGH
uMrCH5j3n38,7,52.439998626708984,57.84000015258789,5.400001525878906,Đoạn ngập này thì nó ở khu vực kết nối giữa huyện Lệ Thủy với huyện Quảng Ninh của tỉnh Quảng Bình.,Đoạn ngập này nằm ở khu vực kết nối giữa huyện Lệ Thủy và huyện Quảng Ninh của tỉnh Quảng Bình.,Đoạn ngập này nằm ở khu vực kết nối giữa huyện Lệ Thủy và huyện Quảng Ninh của tỉnh Quảng Bình.,OK,HIGH
uMrCH5j3n38,8,57.84000015258789,63.36000061035156,5.520000457763672,Các tài xế thì có thể lựa chọn một cung đường đó là đường tránh lũ để có thể di chuyển qua khu vực này.,Các tài xế có thể lựa chọn đường tránh lũ để di chuyển qua khu vực này.,Các tài xế có thể lựa chọn đường tránh lũ để di chuyển qua khu vực này.,OK,HIGH
uMrCH5j3n38,9,63.36000061035156,75.76000213623047,12.400001525878906,Tính đến 16h chiều ngày 20 tháng 10 năm 2020 thì tuyến quốc lộ 1A kết nối cửa khẩu quốc tế Cha Lo với trung tâm tỉnh lệ của tỉnh Quảng Bình thì đã bị sạt lở cực kỳ nghiêm trọng.,"Tính đến 16h chiều ngày 20 tháng 10 năm 2020, tuyến quốc lộ 1A kết nối cửa khẩu quốc tế Cha Lo với trung tâm tỉnh Lệ Thủy, tỉnh Quảng Bình đã bị sạt lở nghiêm trọng, khiến việc di chuyển trên tuyến đường này hoàn toàn bị chặn đứng.",Tính đến 16h chiều ngày 20 tháng 10 năm 2020 thì tuyến quốc lộ 1A kết nối cửa khẩu quốc tế Cha Lo với trung tâm tỉnh lệ của tỉnh Quảng Bình thì đã bị sạt lở cực kỳ nghiêm trọng.,REVERT,LOW
