id,start,end,duration,text_len,text,video_id
0,0.0,7.0,7.0,101,Báo số 13 đang thú sự quan tâm của dư luận bởi theo dự báo thì nó sẽ lại đổ bộ vào khu vực miền Trung,tK8xFopLhUM
1,7.0,12.0,5.0,106,nơi đã hứng chịu rất là nhiều thiên tai thảm khốc và hậu quả rất nặng nề chỉ trong thời gian ngắn vừa qua.,tK8xFopLhUM
2,12.0,16.0,4.0,91,Phóng viên Xuân Anh và lúc này đang có mặt tại trung tâm dự báo khí tượng thủy văn quốc gia,tK8xFopLhUM
3,16.0,22.0,6.0,109,sẽ thông tin tới quý vị những thông tin mới nhất về tác động của báo ở trên biển cũng như trên một số xã đảo.,tK8xFopLhUM
4,22.0,23.0,1.0,12,Xin mời chị!,tK8xFopLhUM
5,28.0,32.0,4.0,93,"Vâng thưa quý vị và các bạn, theo như thông tin mà tôi vừa mới cập nhật được cách đây ít phút",tK8xFopLhUM
6,32.0,36.0,4.0,60,"thì báo số 13 đang có cường độ là khoảng cấp 12, giật cấp 15",tK8xFopLhUM
7,36.0,40.0,4.0,76,và nó đang ở ngay trên vùng biển các tỉnh thành từ Quảng Trị đến Quảng Ngãi.,tK8xFopLhUM
8,40.0,45.0,5.0,119,Do là đây là một cơn bão mạnh và nó đã liên tục gây ra gió mạnh cho nhiều đảo cũng như là vùng ven biển của miền Trung.,tK8xFopLhUM
9,45.0,49.0,4.0,103,Và để cập nhật thêm những thông tin chi tiết hơn thì chúng ta hãy cùng trao đổi với ông Trần Quang Năng,tK8xFopLhUM
10,49.0,52.0,3.0,79,trưởng phòng dự báo thời tiết của Trung tâm dự báo khí tượng Thủy văn quốc gia.,tK8xFopLhUM
11,52.0,53.0,1.0,13,Xin chào ông!,tK8xFopLhUM
12,53.0,58.0,5.0,95,Cập nhật đến thời điểm hiện tại thì sức gió ghi nhận được tại các địa phương là như thế nào rồi,tK8xFopLhUM
13,58.0,61.0,3.0,76,và liệu rằng là chúng ta đã qua cái giai đoạn mà gió bão mạnh nhất hay chưa?,tK8xFopLhUM
14,61.0,66.0,5.0,87,Có thể thấy rằng ngay tại lúc này thì chúng tôi đánh giá cường độ bão số 13 đã giảm cấp,tK8xFopLhUM
15,66.0,69.0,3.0,61,và so với buổi sáng thì chúng tôi đánh giá giảm khoảng 2 cấp.,tK8xFopLhUM
16,69.0,71.0,2.0,34,Hiện này là cấp 12 và giật cấp 15.,tK8xFopLhUM
17,71.0,75.0,4.0,73,Và trên các trạm quan chắc ven bờ của chúng tôi thì cũng đã xác định được,tK8xFopLhUM
18,75.0,79.0,4.0,56,như ở Lý Sơn là đã có gió bão mạnh cấp 9 giật đến cấp 12,tK8xFopLhUM
19,79.0,82.0,3.0,63,hay là khu vực đất liền gian biển từ Thừa Thiên Huế đến Đà Nẵng,tK8xFopLhUM
20,82.0,85.0,3.0,52,thì cũng quan chắc gió được cấp 7 và giật đến cấp 9.,tK8xFopLhUM
