id,start,end,duration,text_len,text,video_id
0,0.0,5.0,5.0,104,"Còn bây giờ sẽ là những thông tin dự báo thời tiết. Hôm nay Hà Nội chuyển nắng rồi, trời có vẻ nóng hơn.",L8I7Pq2BF3M
1,5.0,7.0,2.0,46,Mai thế nào chị Nguyễn Anh? Có nắng hơn không?,L8I7Pq2BF3M
2,7.0,9.0,2.0,56,"Dạ vâng ạ, khả năng sang đến ngày mai sẽ nóng hơn đấy ạ.",L8I7Pq2BF3M
3,9.0,11.0,2.0,41,Bởi vì là nhiệt độ đang trên đà tăng lên.,L8I7Pq2BF3M
4,11.0,15.0,4.0,88,Không chỉ riêng ở thủ đô Hà Nội mà nhiều nơi khác của miền Bắc và miền Trung cũng vậy ạ.,L8I7Pq2BF3M
5,15.0,17.0,2.0,35,"Thưa quý vị, cùng là thời điểm 13h.",L8I7Pq2BF3M
6,17.0,22.0,5.0,77,Thế nhưng nhiệt độ ở nhiều nơi đã cộng từ 1 cho tới 6 độ so với ngày hôm qua.,L8I7Pq2BF3M
7,22.0,30.0,8.0,99,"Trong đó thì ở Mường La, Vinh hay Đồng Hới thì đều là những nơi lên mức nắng nóng 35 cho tới 38 độ.",L8I7Pq2BF3M
8,30.0,34.0,4.0,63,Sang tới ngày mai thì dự báo nắng nóng sẽ còn gia tăng hơn nữa.,L8I7Pq2BF3M
9,34.0,38.0,4.0,69,Rõ nhất là ở khu vực phía Tây Bắc Bộ và Thanh Hóa cho tới Quảng Ngãi.,L8I7Pq2BF3M
10,38.0,41.0,3.0,39,Theo dõi bản đồ màu nhiệt ngay sau đây.,L8I7Pq2BF3M
11,41.0,48.0,7.0,99,Thưa quý vị có thể thấy là màu cam đỏ của mức nhiệt 35 đến 38 độ sang tới ngày mai sẽ lan rộng hơn.,L8I7Pq2BF3M
12,48.0,54.0,6.0,84,Thậm chí là màu tím của nắng nóng đặc biệt gây gắt trên 39 độ sẽ xuất hiện nhiều hơn,L8I7Pq2BF3M
13,54.0,57.0,3.0,43,ở vùng núi từ Thanh Hóa cho tới Quảng Ngãi.,L8I7Pq2BF3M
14,57.0,63.0,6.0,100,"Trong đó thì cảnh báo Tương Dương, Nghệ An, Hương Khe, Hà Tĩnh, Tuyên Hóa và Đồng Hới của Quảng Bình",L8I7Pq2BF3M
15,63.0,66.0,3.0,32,có thể sẽ còn vượt mức là 40 độ.,L8I7Pq2BF3M
16,66.0,68.0,2.0,51,Đây cũng là những nơi nắng nóng nhất trong đợt này.,L8I7Pq2BF3M
17,68.0,72.0,4.0,69,Những người lao động ngoài trời ở đây rất dễ bị say nắng và say nóng.,L8I7Pq2BF3M
18,72.0,77.0,5.0,96,Quý vị lưu ý khoảng thời gian từ 10h đến 16h sẽ là thời điểm nắng gắt nhất trong những ngày này.,L8I7Pq2BF3M
19,77.0,82.0,5.0,74,"Hãy tránh tối đa thời gian ở ngoài trời, tránh để mất nước hay là mất sức.",L8I7Pq2BF3M
20,82.0,86.0,4.0,70,Tìm nơi bóng mát để nghỉ ngơi và mặc quần áo sáng màu để bớt nóng hơn.,L8I7Pq2BF3M
21,86.0,90.0,4.0,85,Tiếp theo sẽ là phần dự báo thời tiết cho một số thành phố trong đêm nay và ngày mai.,L8I7Pq2BF3M
22,90.0,95.0,5.0,80,"Tại thủ đô Hà Nội dự báo sáng sớm mai có sương mùi nhẹ, khung khí dịu mát 25 độ.",L8I7Pq2BF3M
23,95.0,100.0,5.0,56,"Ngày mai nắng nhiều hơn hôm nay, cảm giác oi nóng 32 độ.",L8I7Pq2BF3M
24,100.0,104.0,4.0,69,"Huế đêm nay tạnh sáo, trời có gió thổi nhẹ, nhiệt độ thấp nhất 24 độ.",L8I7Pq2BF3M
25,104.0,108.0,4.0,50,"Sáng ngày mai, nắng mạnh, nhiệt độ tăng lên 37 độ.",L8I7Pq2BF3M
26,108.0,111.0,3.0,41,"Cần Thơ đêm nay không mưa, dịu mát 25 độ.",L8I7Pq2BF3M
27,111.0,115.0,4.0,56,"Chưa phải chiều mai, trời cũng nắng nhiều và nóng 34 độ.",L8I7Pq2BF3M
