id,start,end,duration,text_len,text,video_id
0,0.0,5.0,5.0,96,Thời tiết đêm nay để đón chào một năm mới đang đến thật gần với chúng ta sẽ diễn ra như thế nào?,DaGslUAi3Mc
1,5.0,9.0,4.0,105,Chúng ta cùng chờ đợi những thông tin cập nhật về mặt thời tiết cùng với biên tập viên thời tiết Hải Yến.,DaGslUAi3Mc
2,9.0,16.0,7.0,170,"Thưa chị Hải Yến, không biết là tối nay thì không kỳ ở tại miền Bắc có quá lạnh hay ở đâu đó có một cơn mưa nào đó cản trở các hoạt động ngoài trời của người dân không ạ?",DaGslUAi3Mc
3,16.0,21.0,5.0,139,"Vâng, ở đây chắc chắn sẽ là câu hỏi mà không chỉ có anh Dương đâu mà tôi tin chắc rằng nhất rất nhiều quý vị khán giả cũng rất là quan tâm.",DaGslUAi3Mc
4,21.0,28.0,7.0,125,Và dự báo là trong thời khắc chuyển giao sang năm mới thì tiết trời tại cả ba miền của đất nước nhiệt độ cũng sẽ khá là thấp.,DaGslUAi3Mc
5,28.0,34.0,6.0,162,Và liệu nó có ảnh hưởng nhiều đến những hoạt động đón chào năm mới của chúng ta hay không thì ngay bây giờ tôi sẽ cập nhật đến anh Dương cũng như quý vị khán giả.,DaGslUAi3Mc
6,34.0,39.0,5.0,105,"Thưa quý vị, tại miền Bắc thì dự báo trong đêm nay cũng chính là đêm mà nền nhiệt xuống thấp nhất cả đợt.",DaGslUAi3Mc
7,39.0,47.0,8.0,145,Và đặc biệt là tại khu vực vùng núi cao thì mức nhiệt có thể xuống dưới ngưỡng là 0 độ và khả năng cao là xảy ra băng giá cũng như là sương muối.,DaGslUAi3Mc
8,47.0,51.0,4.0,70,Còn tại vùng núi mức nhiệt phổ biến trong khoảng là từ 4 cho đến 7 độ.,DaGslUAi3Mc
9,51.0,57.0,6.0,100,Khu vực đồng bằng trong đó có thủ đô Hà Nội thì nhiệt độ thấp nhất vào khoảng là từ 7 cho đến 10 độ.,DaGslUAi3Mc
10,57.0,61.0,4.0,83,Ở miền trung thì với địa hình trải dài nên nhiệt độ cũng sẽ có những sự tranh lệch.,DaGslUAi3Mc
11,61.0,67.0,6.0,89,Và rét nhất sẽ là ở thành phố Thanh Hóa và Vinh mức nhiệt tại đây là từ 11 cho đến 12 độ.,DaGslUAi3Mc
12,67.0,71.0,4.0,49,Tiếp đến là Đồng Hới và Đà Nẵng 16 cho đến 20 độ.,DaGslUAi3Mc
13,71.0,78.0,7.0,113,Nguyên nhân Nha Trang hay là Phan Thiết nhiệt độ là từ 21 đến 22 độ và trời có mưa nên cảm giác cũng khá là lạnh.,DaGslUAi3Mc
14,78.0,86.0,8.0,138,Tây Nguyên thì với địa hình cao trời sẽ còn trở rét và nhiệt độ thấp nhất tại các thành phố tại đây thì sẽ không vượt quá ngưỡng là 18 độ.,DaGslUAi3Mc
15,86.0,91.0,5.0,103,Sau khi vượt cả một quãng đường dài thì từ đêm nay không khí lạnh cũng sẽ ảnh hưởng đến khu vực Nam Bộ.,DaGslUAi3Mc
16,91.0,100.0,9.0,167,Người dân ở đây sẽ cảm nhận được tiết trời se se lạnh khi mà nhiệt độ tại thành phố Hồ Chí Minh cũng như là những nơi khác gia động quay ngưỡng là từ 18 cho đến 22 độ.,DaGslUAi3Mc
17,101.0,104.0,3.0,68,Sang ngày đầu năm mới thì thời tiết trên cả nước sẽ khá là ôn hoàng.,DaGslUAi3Mc
18,104.0,107.0,3.0,38,Tây Nguyên và Nam Bộ nắng ráo dễ chịu.,DaGslUAi3Mc
19,107.0,113.0,6.0,101,Miền Bắc sau một đêm rét sâu thì cũng sẽ hửng nắng ấm và nhiệt độ sẽ tăng lên là từ 16 cho đến 19 độ.,DaGslUAi3Mc
20,113.0,121.0,8.0,163,Chỉ riêng có ở miền Trung thì vẫn còn những cơn mưa nhưng hầu hết sẽ là mưa nhỏ và ít gây trở ngạn đến những hoạt động ngoài trở của quý vị trong ngày đầu năm mới.,DaGslUAi3Mc
21,121.0,125.0,4.0,88,Còn bây giờ sẽ là thông tin dự báo chi tiết cho các thành phố trong đêm nay và ngày mai.,DaGslUAi3Mc
22,125.0,130.0,5.0,67,Thủ đô Hà Nội dự báo đêm nay rét bốt thấp nhất chỉ khoảng là 10 độ.,DaGslUAi3Mc
23,130.0,133.0,3.0,50,Trời chiều mai nắng ấm nhiệt độ tăng lên là 19 độ.,DaGslUAi3Mc
24,133.0,136.0,3.0,51,Thành phố Đà Nẵng ít mưa đêm nay khá là lạnh 20 độ.,DaGslUAi3Mc
25,136.0,139.0,3.0,45,Ngày mai trời nhiều mây không vượt quá 23 độ.,DaGslUAi3Mc
26,139.0,143.0,4.0,74,Thành phố Hồ Chí Minh đêm nay trời bắt đầu chuyển lạnh thấp nhất là 21 độ.,DaGslUAi3Mc
27,143.0,146.0,3.0,49,Ngày mai nắng đẹp dễ chịu với mức nhiệt là 30 độ.,DaGslUAi3Mc
28,155.0,159.0,4.0,69,Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,DaGslUAi3Mc
