id,start,end,duration,text_len,text,video_id
0,0.0,3.359999895095825,3.359999895095825,66,"Còn bây giờ sẽ là những thông tin dự báo thời tiết, Chị Quỳnh Anh.",SIHog_sV8Ps
1,3.359999895095825,7.199999809265137,3.8399999141693115,76,"Thời tiết ngày hôm qua vẫn đang mưa lạnh nhỉ, hôm nay thì trời lại nắng rồi.",SIHog_sV8Ps
2,7.199999809265137,12.0,4.800000190734863,96,Không biết là ngày mai rồi cả đợt nghỉ ở miền Bắc thì thời tiết có nắng ráo như thế này không ạ?,SIHog_sV8Ps
3,12.0,16.15999984741211,4.159999847412109,85,"Dạ vâng, theo những dự báo thì trời sẽ có nắng ấm gần như là đến hết Tết Anh Dương ạ.",SIHog_sV8Ps
4,16.15999984741211,20.639999389648438,4.479999542236328,97,"Thưa quý vị và các bạn, cụ thể là trong ngày mai nắng cũng sẽ nhiều tương tự như là ngày hôm nay.",SIHog_sV8Ps
5,20.639999389648438,27.600000381469727,6.960000991821289,109,Nhiệt độ cao nhất ở thủ đô Hà Nội và hầu khắp các thành phố của Bắc Bộ sẽ giao động ở ngưỡng là 23 đến 25 độ.,SIHog_sV8Ps
6,27.920000076293945,38.79999923706055,10.879999160766602,140,Dự báo là nắng ấm như thế này cũng sẽ duy trì cho đến tận ngày mùng 4 Tết với mức nhiệt cao nhất ở thủ đô Hà Nội là vào khoảng 23 đến 25 độ.,SIHog_sV8Ps
7,38.79999923706055,46.2400016784668,7.44000244140625,113,"Sau đó thì sang ngày mùng 5 Tết, trời sẽ chuyển sang trạng thái là mưa nhỏ, mưa phùn, kèm theo đó là cả sương mù.",SIHog_sV8Ps
8,46.2400016784668,48.2400016784668,2.0,38,Tình trạng này có thể kéo dài cả ngày.,SIHog_sV8Ps
9,48.2400016784668,53.7599983215332,5.519996643066406,75,"Trạng thái thì có thay đổi, nhưng nhiệt độ ít thay đổi, vẫn là ở mức 24 độ.",SIHog_sV8Ps
10,53.91999816894531,62.720001220703125,8.800003051757812,146,"Như vậy là có thể nói thời tiết ở miền Bắc trong dịp Tết này hoàn toàn là nắng ấm, trời chỉ dép nhẹ về đêm và sáng sớm khi mà nhiệt độ giảm xuống,",SIHog_sV8Ps
11,62.720001220703125,65.5199966430664,2.7999954223632812,27,chỉ còn là từ 14 đến 19 độ.,SIHog_sV8Ps
12,66.80000305175781,75.5199966430664,8.719993591308594,159,"Tiếp theo sẽ là phần dự báo ở khu vực Bắc Miền Trung, từ Thanh Hóa cho tới Thừa Thiên Huế, những ngày Tết thời tiết ít có sự trình lệch nhiệt độ giữa các ngày,",SIHog_sV8Ps
13,75.5199966430664,87.83999633789062,12.319999694824219,162,"cao nhất là vào khoảng 23-27 độ, nhưng trạng thái sẽ có sự thay đổi, cụ thể vào ngày 30, mùng 1, ngày mùng 3, mùng 4 trời sẽ tạnh ráo và có nắng ấm về trưa chiều.",SIHog_sV8Ps
14,87.83999633789062,94.87999725341797,7.040000915527344,119,"Còn lại đối với ngày mùng 2 và ngày mùng 5 thì quý vị có thể thấy là có mưa rào, tuy nhiên thì lượng nhỏ và ngắt quãng.",SIHog_sV8Ps
15,94.87999725341797,102.31999969482422,7.44000244140625,146,"Từ Đà Nẵng trở vào đến Bình Thuận có lẽ là nơi có thời tiết đẹp nhất trên cả nước, trời có nắng, gió thổi nhẹ và bầu không khí vô cùng thoáng mát.",SIHog_sV8Ps
16,102.31999969482422,105.31999969482422,3.0,32,Nhiệt độ là vào khoảng 25-30 độ.,SIHog_sV8Ps
17,105.31999969482422,116.72000122070312,11.400001525878906,143,"Ở phía Nam, trời sẽ có nắng cả chục tiếng trong ngày, nhiệt độ cao nhất ở Tây Nguyên trong khoảng 26-30 độ, đối với khu vực Nam Bộ là 30-33 độ.",SIHog_sV8Ps
18,116.72000122070312,122.31999969482422,5.599998474121094,85,"Về chiều tối của ngày 30 và mùng 1 Tết, khả năng Nam Bộ sẽ có mưa rào nhẹ thoáng qua.",SIHog_sV8Ps
19,122.31999969482422,127.12000274658203,4.8000030517578125,97,Xin được chuyển sang thông tin dự báo chi tiết cho một số thành phố trong đêm nay và ngày 30 Tết.,SIHog_sV8Ps
20,127.12000274658203,130.39999389648438,3.2799911499023438,52,"Tại thủ đô Hà Nội, đêm nay tạnh ráo, trời rét 14 độ.",SIHog_sV8Ps
21,130.60000610351562,133.60000610351562,3.0,42,"Ngày mai nắng ấm, nhiệt độ cao nhất 24 độ.",SIHog_sV8Ps
22,135.0,138.0,3.0,42,"Huế đêm nay cũng không mưa, xét nhẹ 16 độ.",SIHog_sV8Ps
23,138.0,141.0,3.0,47,"Ngày mai trời có nắng, nhiệt độ cao nhất 22 độ.",SIHog_sV8Ps
24,142.1999969482422,146.1999969482422,4.0,66,"Đà Lạt so với yếu tố địa hình, đêm nay cũng khá là xét, chỉ 13 độ.",SIHog_sV8Ps
25,146.1999969482422,150.1999969482422,4.0,59,"Sáng đến chiều mai, trời nắng ráo, nhiệt độ cao nhất 23 độ.",SIHog_sV8Ps
26,150.1999969482422,152.60000610351562,2.4000091552734375,45,Về chiều tối có lúc có mưa rào với lượng nhỏ.,SIHog_sV8Ps
27,160.39999389648438,164.39999389648438,4.0,69,Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,SIHog_sV8Ps
