id,start,end,duration,text_len,text,video_id
0,0.0,7.360000133514404,7.360000133514404,114,"Mỗi khi có bảo vệ, dân làng Tai O, một ngôi làng trài truyền thống của Hồng Kông, Trung Quốc lại sống trong sợ hãi",Nac9Drm3b0E
1,7.360000133514404,11.680000305175781,4.320000171661377,75,bởi mực nước biển dân cao đang khiến cho ngôi làng này có nguy cơ biến mất.,Nac9Drm3b0E
2,16.479999542236328,21.84000015258789,5.3600006103515625,101,"Làng Tai O với những ngôi nhà san sát bao quanh bởi những chiếc thuyền đánh cá, có thể không còn nữa.",Nac9Drm3b0E
3,21.84000015258789,26.799999237060547,4.959999084472656,81,"Các chuyên gia cảnh báo rằng do mực nước biển dân, cả làng sẽ sớm chìm dưới biển.",Nac9Drm3b0E
4,27.68000030517578,34.20000076293945,6.520000457763672,112,Làng đã bị ảnh hưởng nặng nề bởi nước biển xâm thực và lũ lụt nghiêm trọng do hai trận siêu bão mấy năm gần đây.,Nac9Drm3b0E
5,34.20000076293945,42.79999923706055,8.599998474121094,117,"Ông Ôn Phúc Minh sống ở làng Tai O. Nhà ông được truyền qua các thế hệ ra biển đánh bắt cá, đã ăn sâu vào máu của họ.",Nac9Drm3b0E
6,42.79999923706055,52.91999816894531,10.119998931884766,107,Tôi đã sống ở đây hơn 80 năm rồi. Cơn bão đầu tiên gây ảnh hưởng lớn đến chúng tôi là báo Hagubit năm 2008.,Nac9Drm3b0E
7,53.2400016784668,58.7599983215332,5.519996643066406,93,Nước lũ cần ngập bản ăn. Lúc đó tôi đã nghĩ là trận lũ lụt lớn nhất từng thấy trong đời mình.,Nac9Drm3b0E
8,58.7599983215332,66.76000213623047,8.000003814697266,77,"Nhưng năm 2018, bão Mangkut còn ghê gớm hơn. Nước lũ cao hơn bão Hagubit 5cm.",Nac9Drm3b0E
9,66.76000213623047,70.76000213623047,4.0,75,Nước lũ khoảng tầm này này. Tất cả đồ đạc trong nhà đều chìm trong nước lũ.,Nac9Drm3b0E
10,73.23999786376953,79.23999786376953,6.0,98,Trải nghiệm kinh hoàng sau trận bão Hagubit năm 2008 đã khiến chính quyền Hồng Kông phải vào cuộc.,Nac9Drm3b0E
11,79.55999755859375,85.55999755859375,6.0,135,Các hàng rào trận lũ tạm thời được dựng lên tại các khu vực bị ảnh hưởng trước khi bão vào để ngăn nước lũ ngập sâu vào trung tâm làng.,Nac9Drm3b0E
12,85.55999755859375,90.55999755859375,5.0,70,Chính quyền cũng đầu tư thay mới đồ gia dục cho người dân nếu bị hỏng.,Nac9Drm3b0E
13,91.55999755859375,102.55999755859375,11.0,160,"Bất cứ khi nào có bão cả làng sợ hãi, chúng tôi phải chuẩn bị các biện pháp phòng ngừa cũng như triển khai tình nguyện viên và hợp tác chặt chẽ với chính quyền.",Nac9Drm3b0E
14,102.87999725341797,109.87999725341797,7.0,70,"Khi có bão, Hồng Kông phải triển khai các biện pháp phòng ngừa bảo vệ.",Nac9Drm3b0E
15,109.87999725341797,116.87999725341797,7.0,115,"Nhưng đến cuối thế kỷ này, tôi nghĩ điều đó sẽ rất tốn kém và khi đó tôi sợ rằng họ phải di chuyển lên chỗ cao hơn.",Nac9Drm3b0E
16,122.87999725341797,125.87999725341797,3.0,53,Làng Tai O không phải là khu vực duy nhất gặp rủi ro.,Nac9Drm3b0E
17,125.87999725341797,130.8800048828125,5.000007629394531,97,Phần phía đông của đảo Hồng Kông cũng đối mặt với thủ chiếu nghiêm trọng trong hai trận siêu bão.,Nac9Drm3b0E
18,131.1999969482422,134.1999969482422,3.0,44,Nhiều khu dân cư rộng lớn cũng bị ngập nặng.,Nac9Drm3b0E
19,136.1999969482422,140.1999969482422,4.0,71,"Mặc dù mực đất biển dân sẽ không gây ra lũ lụt quy mô lớn ngay lập tức,",Nac9Drm3b0E
20,140.1999969482422,146.1999969482422,6.0,86,nhưng Hồng Kông sẽ dễ bị tổn thương hơn trước tác động của nước dân cao do bão gây ra.,Nac9Drm3b0E
