id,start,end,duration,text_len,text,video_id
0,0.0,4.0,4.0,79,Diễn biến cập nhật của cơn bão số 8 cũng như những tác động của nó tới đất liền,b8tnEkJrg1Y
1,4.0,8.0,4.0,100,Ngay sau đây sẽ được biên tập viên thời tiết Hương Liên cung cấp tới quý vị. Xin chào chị Hương Liên,b8tnEkJrg1Y
2,8.0,9.0,1.0,19,Vâng chào anh Dương,b8tnEkJrg1Y
3,9.0,11.0,2.0,20,Chào quý vị khán giả,b8tnEkJrg1Y
4,11.0,16.0,5.0,82,Cơn bão số 8 hiện vẫn đang đi rất nhanh và hướng thẳng về phía đất liền miền Trung,b8tnEkJrg1Y
5,16.0,23.0,7.0,116,Nhận định về cường độ của cơn bão này sẽ mạnh nhất ở cấp 11 giật cấp 14 khi di chuyển đến gần đảo Hải Nam Trung Quốc,b8tnEkJrg1Y
6,23.0,30.0,7.0,104,Sau khi vượt qua đảo này thì bão sẽ giảm xuống cấp 9 giật cấp 11 vào dạng sáng ngày kia ngày 14 tháng 10,b8tnEkJrg1Y
7,30.0,38.0,8.0,100,Dự kiến bão đổ bộ vào khu vực Thanh Hóa đến Quảng Bình trong sáng đến trưa ngày kia ngày 14 tháng 10,b8tnEkJrg1Y
8,38.0,41.0,3.0,52,Như vậy thời gian còn rất ngắn để người dân chuẩn bị,b8tnEkJrg1Y
9,41.0,44.0,3.0,51,Chỉ khoảng hơn 1 ngày nữa là bão sẽ đi vào đất liền,b8tnEkJrg1Y
10,44.0,48.0,4.0,57,Vấn đề lo ngại nhất trong cơn bão này tiếp tục là mưa lớn,b8tnEkJrg1Y
11,48.0,52.0,4.0,46,Cảnh báo mưa bão sẽ xảy ra trước khi bão đổ bộ,b8tnEkJrg1Y
12,52.0,58.0,6.0,98,Ngay từ chiều mai sẽ mưa rất to ở khu vực Thanh Hóa đến Quảng Bình và kéo dài hết ngày 14 tháng 10,b8tnEkJrg1Y
13,58.0,64.0,6.0,48,Lượng mưa lên tới 150-250mm và có nơi trên 300mm,b8tnEkJrg1Y
14,64.0,71.0,7.0,78,Còn khu vực Bắc Bộ và Quảng Trị lượng mưa là từ 100-150mm và có nơi trên 200mm,b8tnEkJrg1Y
15,71.0,76.0,5.0,73,Cảnh báo ngập lụt và sạt lở lụ quét được đưa ra ở một loạt các tỉnh thành,b8tnEkJrg1Y
16,76.0,85.0,9.0,104,"Ngồm Lào Cai, Yên Bái, Phú Thọ, TP Hà Nội, Hòa Bình, Thái Bình, Ninh Bình và từ Thanh Hóa đến Quảng Bình",b8tnEkJrg1Y
17,85.0,89.0,4.0,61,Bà con ở các vùng hay xảy ra ngập lụt chủ động kê cao tài sản,b8tnEkJrg1Y
18,89.0,93.0,4.0,58,Kê ngay khi chưa lụt thì sẽ đỡ vất vả hơn lúc lụt mới chạy,b8tnEkJrg1Y
19,93.0,96.0,3.0,57,Khơi thông tất cả các cống rãnh bờ bao yếu xung quanh nhà,b8tnEkJrg1Y
20,96.0,99.0,3.0,38,Không để nước mưa tự tích lũy và tự vỡ,b8tnEkJrg1Y
21,99.0,103.0,4.0,75,Những gia đình sống ở ven đường dốc và núi dốc có nguy cơ sạt lở và lụ quét,b8tnEkJrg1Y
22,103.0,106.0,3.0,41,Thì phải chủ động di rời đến vùng đất cao,b8tnEkJrg1Y
23,106.0,110.0,4.0,75,Báo cáo cho chính quyền địa phương biết về vết nứt và khu vực sạt lở nếu có,b8tnEkJrg1Y
24,111.0,115.0,4.0,74,Còn tiếp theo sẽ là dự báo chi tiết cho một số thành phố khác trên cả nước,b8tnEkJrg1Y
25,115.0,117.0,2.0,30,Hà Nội đêm nay không mưa 22 độ,b8tnEkJrg1Y
26,117.0,120.0,3.0,29,Từ chiều mai có mưa rào 28 độ,b8tnEkJrg1Y
27,120.0,123.0,3.0,36,Đà Nẵng đêm nay đôi lúc có mưa 24 độ,b8tnEkJrg1Y
28,123.0,126.0,3.0,47,Ngày mai từ chiều sẽ có mưa do tác động của bão,b8tnEkJrg1Y
29,126.0,128.0,2.0,24,Nhiệt độ không quá 29 độ,b8tnEkJrg1Y
30,128.0,131.0,3.0,43,Thành phố Hồ Chí Minh đêm nay mưa nhỏ 25 độ,b8tnEkJrg1Y
31,131.0,133.0,2.0,42,Ngày mai có mưa to kèm rông vào buổi chiều,b8tnEkJrg1Y
32,133.0,135.0,2.0,23,Nhiệt độ cao nhất 31 độ,b8tnEkJrg1Y
