video_id,segment_id,start,end,duration,text_whisper,text_clean,text_final,review_decision,quality_level
dN68zWVT3Mc,0,0.0,3.4800000190734863,3.4800000190734863,Bây giờ chúng ta cùng cập nhật những tin tức thời tiết với biên tập viên Xuân Anh,Bây giờ chúng ta cùng cập nhật những tin tức thời tiết với biên tập viên Xuân Anh,Bây giờ chúng ta cùng cập nhật những tin tức thời tiết với biên tập viên Xuân Anh,OK,HIGH
dN68zWVT3Mc,1,3.4800000190734863,7.840000152587891,4.360000133514404,"Chị Xuân Anh, những ngày vừa qua thì thời tiết miền Bắc có vẻ có chút oi bức","Chị Xuân Anh, những ngày vừa qua thì thời tiết miền Bắc có vẻ có chút oi bức","Chị Xuân Anh, những ngày vừa qua thì thời tiết miền Bắc có vẻ có chút oi bức",OK,HIGH
dN68zWVT3Mc,2,7.840000152587891,11.039999961853027,3.1999998092651367,Và chỉ trong ngày mai thôi được dự báo là sẽ có mưa,Và chỉ trong ngày mai thôi được dự báo là sẽ có mưa,Và chỉ trong ngày mai thôi được dự báo là sẽ có mưa,OK,HIGH
dN68zWVT3Mc,3,11.039999961853027,13.84000015258789,2.8000001907348633,Không biết là cụ thể diễn biến thời tiết như thế nào hả chị?,Không biết là cụ thể diễn biến thời tiết như thế nào hả chị?,Không biết là cụ thể diễn biến thời tiết như thế nào hả chị?,OK,HIGH
dN68zWVT3Mc,4,13.84000015258789,19.36000061035156,5.520000457763668,"Vâng, theo dự báo thì chúng ta chuẩn bị bước vào một đợt mưa trên diện rộng và lượng thì cũng rất là to","Vâng, theo dự báo thì chúng ta chuẩn bị bước vào một đợt mưa trên diện rộng và lượng thì cũng rất là to","Vâng, theo dự báo thì chúng ta chuẩn bị bước vào một đợt mưa trên diện rộng và lượng thì cũng rất là to",OK,HIGH
dN68zWVT3Mc,5,19.36000061035156,21.920000076293945,2.5599994659423864,Kéo tới đó là một loạt những cảnh báo nguy hiểm nữa,Kéo tới đó là một loạt những cảnh báo nguy hiểm nữa,Kéo tới đó là một loạt những cảnh báo nguy hiểm nữa,OK,HIGH
dN68zWVT3Mc,6,21.920000076293945,25.440000534057617,3.520000457763672,Cụ thể thì tôi muốn chia sẻ với anh Dũng cũng như quý vị khán giả như sau,Cụ thể thì tôi muốn chia sẻ với anh Dũng cũng như quý vị khán giả như sau,Cụ thể thì tôi muốn chia sẻ với anh Dũng cũng như quý vị khán giả như sau,OK,HIGH
dN68zWVT3Mc,7,25.440000534057617,29.76000022888184,4.319999694824222,Từ nửa đêm nay thì mưa sẽ bắt đầu xuất hiện ở khu vực vùng núi phía Bắc,Từ nửa đêm nay thì mưa sẽ bắt đầu xuất hiện ở khu vực vùng núi phía Bắc,Từ nửa đêm nay thì mưa sẽ bắt đầu xuất hiện ở khu vực vùng núi phía Bắc,OK,HIGH
dN68zWVT3Mc,8,29.76000022888184,32.15999984741211,2.39999961853027,Sau đó lan xuống khu vực đồng bằng Bắc Bộ,Sau đó lan xuống khu vực đồng bằng Bắc Bộ,Sau đó lan xuống khu vực đồng bằng Bắc Bộ,OK,HIGH
dN68zWVT3Mc,9,32.15999984741211,33.599998474121094,1.4399986267089844,Trong đó có cả thủ đô Hà Nội,Trong đó có cả thủ đô Hà Nội,Trong đó có cả thủ đô Hà Nội,OK,HIGH
dN68zWVT3Mc,10,33.599998474121094,36.880001068115234,3.2800025939941406,"Rồi lan xuống cả Thanh Hóa, Nghệ An và Hà Tĩnh nữa","Rồi lan xuống cả Thanh Hóa, Nghệ An và Hà Tĩnh nữa","Rồi lan xuống cả Thanh Hóa, Nghệ An và Hà Tĩnh nữa",OK,HIGH
dN68zWVT3Mc,11,36.880001068115234,40.0,3.1199989318847656,"Nhiều nơi sẽ có mưa vừa, mưa to","Nhiều nơi sẽ có mưa vừa, mưa to","Nhiều nơi sẽ có mưa vừa, mưa to",OK,HIGH
dN68zWVT3Mc,12,40.0,45.119998931884766,5.119998931884766,"Trong đó đáng chú ý như là tại Hà Giang, Tuyên Quang, Yên Bái hay là Thanh Hóa","Trong đó đáng chú ý như là tại Hà Giang, Tuyên Quang, Yên Bái hay là Thanh Hóa","Trong đó đáng chú ý như là tại Hà Giang, Tuyên Quang, Yên Bái hay là Thanh Hóa",OK,HIGH
dN68zWVT3Mc,13,45.119998931884766,48.0,2.8800010681152344,xuất hiện những nơi có vùng màu xanh lá cây như thế này,xuất hiện những nơi có vùng màu xanh lá cây như thế này,xuất hiện những nơi có vùng màu xanh lá cây như thế này,OK,HIGH
dN68zWVT3Mc,14,48.0,53.91999816894531,5.9199981689453125,Tương ứng là mưa rất to với lượng từ 50 đến 100mm trong vòng 24h,Tương ứng là mưa rất to với lượng từ 50 đến 100mm trong vòng 24h,Tương ứng là mưa rất to với lượng từ 50 đến 100mm trong vòng 24h,OK,HIGH
