id,start,end,duration,text_len,text,video_id
0,0.0,6.400000095367432,6.400000095367432,104,Con số thiệt hại về người và của do mưa lũ tại các tỉnh miền Trung vẫn tiếp tục tăng trong ngày hôm nay.,HlOznsVfe8s
1,6.400000095367432,12.039999961853027,5.639999866485596,92,"Theo thống kê từ Ban chỉ đạo Trung ương về phòng chống thiên tai, tính đến 17h ngày hôm nay,",HlOznsVfe8s
2,12.039999961853027,19.200000762939453,7.160000801086426,101,"tổng số người thiệt mạng là 106 người, trong đó Nghệ An 1 người, Hà Tĩnh 2 người, Quảng Bình 6 người,",HlOznsVfe8s
3,19.200000762939453,26.399999618530273,7.19999885559082,90,"Quảng Trị 49 người, Huế 27 người, Quảng Nam 11 người, Đà Nẵng 3 người, Quảng Ngãi 1 người,",HlOznsVfe8s
4,26.399999618530273,30.719999313354492,4.319999694824219,68,"Gia Lai 1 người, Đắk Lắk 1 người, Lâm Đồng 1 người, Con Tùm 3 người.",HlOznsVfe8s
5,30.719999313354492,37.439998626708984,6.719999313354492,96,"Vẫn còn 27 người mất tích do lỡ đất và lũ cuốn trôi, bao gồm ở Nghệ An 1 người, Hà Tĩnh 1 người,",HlOznsVfe8s
6,37.439998626708984,43.439998626708984,6.0,77,"Quảng Trị 8 người, Thừa Thiên Huế 15 người, Đà Nẵng 1 người, Gia Lai 1 người.",HlOznsVfe8s
7,43.439998626708984,48.79999923706055,5.3600006103515625,94,"Và đáng chú ý là số người mất tích giảm, xong, đó đều là những người đã được tìm thấy thi thể.",HlOznsVfe8s
8,49.79999923706055,59.040000915527344,9.240001678466797,115,"Với diện tích 30 km vuông và trải dài tới 29 km, hồ kẻ gỗ là một trong những công trình trọng yếu của tỉnh Hà Tĩnh.",HlOznsVfe8s
9,59.040000915527344,65.27999877929688,6.239997863769531,92,Đảm bảo an toàn hồ đập cũng là đảm bảo an toàn cho hơn 45.000 người dân tại khu vực Hạ Liêu.,HlOznsVfe8s
10,65.27999877929688,72.4800033569336,7.200004577636719,115,"Báo cáo với Phó Thủ tướng Trịnh Đinh Dũng tại buổi kiểm tra sáng nay, tỉnh Hà Tĩnh khẳng định hồ kẻ gỗ vẫn an toàn.",HlOznsVfe8s
11,72.63999938964844,78.87999725341797,6.239997863769531,116,Phó Thủ tướng Trịnh Đinh Dũng đánh giá cao công tác vận hành điều tiết lũ hợp lý của tỉnh Hà Tĩnh và Ban Quản lý Hồ.,HlOznsVfe8s
12,78.87999725341797,86.55999755859375,7.680000305175781,115,"Hiện mức nước tại hồ kẻ gỗ đã giảm xuống dưới cao trình 32,6 m, lưu lượng nước về hồ cũng giảm 220 m khối trên dây,",HlOznsVfe8s
13,86.55999755859375,90.08000183105469,3.5200042724609375,44,lưu lượng xả giảm xuống 690 m khối trên dây.,HlOznsVfe8s
14,90.08000183105469,93.91999816894531,3.839996337890625,64,"Phó Thủ tướng chỉ đạo UBND tỉnh Hà Tĩnh cần bám sát hiện trường,",HlOznsVfe8s
15,93.91999816894531,97.27999877929688,3.3600006103515625,65,theo dõi tình hình mưa lũ để có những giải pháp chỉ đạo kịp thời.,HlOznsVfe8s
